stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set010-B2_404.txt,10,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297
speed,set010-B2_404.txt,10,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set010-B2_404.txt,10,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18
trough,set010-B3_214.txt,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set010-B3_214.txt,10,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set010-B3_214.txt,10,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set010-B3_301.txt,10,2812,2818,2829,2839,2858,2826,2833,2845,2862,2893,2843,2854,2889,2905,2946,2862,2893,2923,2956,2991,2912,2939,2975,3011,3100
speed,set010-B3_301.txt,10,0.21,0.23,0.27,0.31,0.39,0.26,0.29,0.34,0.41,0.54,0.33,0.37,0.52,0.58,0.73,0.41,0.54,0.64,0.77,0.93,0.6,0.7,0.86,1.0,1.36
distance,set010-B3_301.txt,10,1731.59,1735.36,1742.28,1748.56,1760.5,1740.39,1744.79,1752.33,1763.01,1782.49,1751.07,1757.98,1779.97,1790.03,1815.79,1763.01,1782.49,1801.34,1822.07,1844.06,1794.42,1811.39,1834.01,1856.63,1913.8
trough,set010-B3_408.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set010-B3_408.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B3_408.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-B4_139.txt,10,8617,8613,8613,8613,8612,8613,8613,8613,8612,8610,8613,8612,8610,8609,8605,8612,8610,8607,8605,8605,8609,8605,8605,8605,8605
speed,set010-B4_139.txt,10,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set010-B4_139.txt,10,5408.41,5405.89,5405.89,5405.89,5405.26,5405.89,5405.89,5405.89,5405.26,5404.01,5405.89,5405.26,5404.01,5403.38,5400.87,5405.26,5404.01,5402.12,5400.87,5400.87,5403.38,5400.87,5400.87,5400.87,5400.87
trough,set010-B4_57.txt,10,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,1
speed,set010-B4_57.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B4_57.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A1_102.txt,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
speed,set011-A1_102.txt,11,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set011-A1_102.txt,11,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set011-A1_176.txt,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set011-A1_176.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A1_176.txt,11,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set011-A1_37.txt,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set011-A1_37.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A1_37.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A1_423.txt,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set011-A1_423.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A1_423.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A1_62.txt,11,15630,15719,15919,16268,16586,15762,16094,16335,16665,16878,16268,16586,16797,17072,16787,16629,16977,17089,16558,16324,17072,16787,16389,16246,16238
speed,set011-A1_62.txt,11,0.44,0.45,0.5,0.58,0.63,0.47,0.55,0.59,0.63,0.66,0.58,0.63,0.65,0.68,0.59,0.64,0.7,0.7,0.52,0.46,0.68,0.59,0.48,0.44,0.44
distance,set011-A1_62.txt,11,9812.16,9864.94,9991.23,10206.11,10405.9,9892.58,10099.29,10249.46,10455.54,10595.02,10206.11,10405.9,10542.25,10722.57,10544.13,10432.92,10660.99,10733.88,10400.25,10253.23,10722.57,10544.13,10294.07,10204.22,10199.19
trough,set011-A2_179.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-A2_179.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A2_179.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A2_209.txt,11,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880
speed,set011-A2_209.txt,11,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
distance,set011-A2_209.txt,11,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39,550.39
trough,set011-A2_233.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-A2_233.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A2_233.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A2_40.txt,11,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824
speed,set011-A2_40.txt,11,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set011-A2_40.txt,11,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39,1145.39
trough,set011-A2_69.txt,11,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999
speed,set011-A2_69.txt,11,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set011-A2_69.txt,11,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25,1879.25
trough,set011-A2_81.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-A2_81.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A2_81.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A3_125.txt,11,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565
speed,set011-A3_125.txt,11,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set011-A3_125.txt,11,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45,1608.45
trough,set011-A3_136.txt,11,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
speed,set011-A3_136.txt,11,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set011-A3_136.txt,11,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
trough,set011-A3_155.txt,11,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
speed,set011-A3_155.txt,11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
distance,set011-A3_155.txt,11,3.14,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set011-A3_196.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-A3_196.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A3_196.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A3_328.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-A3_328.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A3_328.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A3_92.txt,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set011-A3_92.txt,11,0.8,0.8,0.8,0.79,0.79,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.8
distance,set011-A3_92.txt,11,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set011-A3_95.txt,11,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
speed,set011-A3_95.txt,11,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
distance,set011-A3_95.txt,11,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set011-A4_123.txt,11,46,33,22,20,20,26,21,21,18,16,20,21,18,13,11,18,16,11,9,7,13,11,7,6,5
speed,set011-A4_123.txt,11,3.43,3.12,0.24,0.24,0.24,0.23,0.24,0.24,0.22,0.19,0.24,0.24,0.22,0.19,0.19,0.22,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set011-A4_123.txt,11,18.22,10.68,5.65,5.65,6.28,6.28,5.65,6.28,5.03,4.4,5.65,6.28,5.03,2.51,2.51,5.03,4.4,2.51,2.51,1.88,2.51,2.51,1.88,1.88,1.88
trough,set011-A4_152.txt,11,12,11,10,7,6,10,7,7,6,4,7,6,5,4,4,6,4,4,3,3,4,4,3,3,2
speed,set011-A4_152.txt,11,6.44,5.34,2.6,1.32,2.24,2.6,1.28,1.32,2.24,0,1.32,2.24,0,0,0,2.24,0,0,0,0,0,0,0,0,0
distance,set011-A4_152.txt,11,3.77,3.77,3.14,2.51,1.88,3.14,2.51,2.51,1.88,0.63,2.51,1.88,1.26,0.63,0.63,1.88,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0
trough,set011-A4_266.txt,11,9,5,4,2,2,5,2,2,1,1,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0
speed,set011-A4_266.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A4_266.txt,11,1.26,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A4_325.txt,11,57,42,40,44,84,37,43,71,174,256,50,84,224,281,241,174,277,243,173,121,259,241,157,92,60
speed,set011-A4_325.txt,11,2.31,1.0,1.47,0.95,2.77,1.16,0.92,2.39,4.04,3.82,1.65,2.77,3.53,4.44,4.14,4.04,4.4,3.68,3.59,3.65,3.78,4.14,3.54,2.06,1.55
distance,set011-A4_325.txt,11,29.53,20.11,18.85,20.73,45.24,17.59,20.11,37.07,103.04,154.56,24.5,45.24,134.46,169.64,145.14,103.04,167.13,147.02,102.41,69.74,157.07,145.14,92.36,50.89,32.04
trough,set011-A4_376.txt,11,10,10,36,16,9,14,33,11,9,9,11,10,9,9,8,9,9,8,8,8,8,8,8,8,7
speed,set011-A4_376.txt,11,0,0,5.39,4.02,12.57,5.66,6.83,12.57,12.57,10.47,12.57,12.57,12.57,10.47,0,12.57,10.47,0,0,0,0,0,0,0,0
distance,set011-A4_376.txt,11,1.26,1.26,18.22,5.65,1.88,4.4,16.34,2.51,1.88,1.88,2.51,1.88,1.88,1.88,1.26,1.88,1.88,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set011-A4_421.txt,11,59,62,66,57,60,69,60,56,58,57,56,57,56,59,68,58,57,65,62,51,66,72,56,51,47
speed,set011-A4_421.txt,11,0.81,1.75,1.76,1.12,1.19,2.15,1.5,0.79,1.14,1.18,1.68,0.94,0.94,1.5,2.43,1.14,1.18,2.06,1.65,0.74,2.27,2.77,1.15,0.76,0.29
distance,set011-A4_421.txt,11,30.79,32.67,35.81,30.16,32.67,37.7,32.04,30.16,32.04,31.41,30.16,30.79,30.79,32.67,38.95,32.04,31.41,36.44,35.18,28.27,37.07,40.84,31.41,28.27,25.76
trough,set011-A4_429.txt,11,8,2,14,32,9,2,32,23,3,0,32,9,0,0,0,7,0,0,0,0,0,0,0,0,0
speed,set011-A4_429.txt,11,4.53,0,4.07,4.29,3.62,0,4.0,5.55,0,0,4.29,3.62,0,0,0,3.68,0,0,0,0,0,0,0,0,0
distance,set011-A4_429.txt,11,2.51,0,7.54,19.48,5.03,0,18.85,13.82,1.26,0,19.48,5.03,0,0,0,3.77,0,0,0,0,0,0,0,0,0
trough,set011-A4_433.txt,11,13,93,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
speed,set011-A4_433.txt,11,1.77,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-A4_433.txt,11,5.03,57.18,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-A4_441.txt,11,76,52,51,51,50,52,51,51,51,50,51,50,50,49,48,50,49,49,48,47,49,48,47,47,47
speed,set011-A4_441.txt,11,0.91,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.46,0.46,0.29,0.29,0.49,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set011-A4_441.txt,11,40.84,26.39,27.02,27.02,27.02,26.39,27.02,27.02,27.65,27.65,27.02,27.02,27.65,27.02,26.39,27.02,27.02,27.02,26.39,26.39,27.02,26.39,26.39,26.39,26.39
trough,set011-B1_230.txt,11,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919,16919
speed,set011-B1_230.txt,11,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
distance,set011-B1_230.txt,11,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32,10628.32
trough,set011-B2_18.txt,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B2_18.txt,11,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B2_18.txt,11,19.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B2_187.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B2_187.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B2_187.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B2_295.txt,11,76,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
speed,set011-B2_295.txt,11,3.2,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set011-B2_295.txt,11,39.58,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
trough,set011-B2_36.txt,11,27545,27587,27700,27863,27874,27625,27800,27881,27872,27872,27885,27880,27872,27872,27872,27872,27872,27872,27872,27872,27872,27872,27872,27872,27872
speed,set011-B2_36.txt,11,0.46,0.46,0.47,0.46,0.46,0.46,0.48,0.47,0.46,0.46,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
distance,set011-B2_36.txt,11,17296.47,17320.97,17392.6,17503.81,17511.98,17345.48,17456.69,17516.38,17510.72,17510.72,17518.89,17515.75,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72,17510.72
trough,set011-B2_417.txt,11,20,40,29,6,0,39,16,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B2_417.txt,11,0.81,3.44,3.99,0,0,3.17,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B2_417.txt,11,8.8,21.36,14.45,1.26,0,20.73,6.91,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B3_13.txt,11,7,7,7,7,5,7,7,7,5,5,7,5,5,5,4,5,5,5,3,3,5,4,3,2,2
speed,set011-B3_13.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B3_13.txt,11,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0,0,0.63,0.63,0,0,0
trough,set011-B3_197.txt,11,8,8,7,7,6,7,7,6,6,5,7,6,5,5,5,6,5,5,4,4,5,5,4,4,4
speed,set011-B3_197.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B3_197.txt,11,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set011-B3_256.txt,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set011-B3_256.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B3_256.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B3_26.txt,11,12,12,12,11,9,12,11,11,7,6,11,9,7,6,6,7,7,6,6,6,6,6,6,6,7
speed,set011-B3_26.txt,11,1.24,1.27,3.44,1.4,0.63,3.45,1.4,1.44,0.12,0,1.4,0.63,0.12,0,0,0.12,0.12,0,0,0,0,0,0,0,0.12
distance,set011-B3_26.txt,11,4.4,4.4,5.03,4.4,3.14,5.03,4.4,4.4,1.88,1.26,4.4,3.14,1.88,1.26,1.26,1.88,1.88,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.88
trough,set011-B3_262.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B3_262.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B3_262.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B3_320.txt,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,13,13
speed,set011-B3_320.txt,11,1.45,1.45,1.34,1.35,1.35,1.45,1.34,1.35,1.34,1.34,1.35,1.35,1.34,1.34,1.34,1.34,1.34,1.34,1.34,2.51,1.34,1.34,1.34,2.51,2.51
distance,set011-B3_320.txt,11,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,6.28,5.65,5.65,5.65,6.28,6.28
trough,set011-B3_387.txt,11,34,30,28,28,28,30,28,28,27,28,28,28,27,26,24,28,27,25,24,23,26,24,23,22,22
speed,set011-B3_387.txt,11,1.49,1.57,1.66,1.69,1.84,1.56,1.69,1.69,2.95,3.01,1.69,1.84,2.94,3.4,4.09,2.79,3.18,3.35,4.09,4.07,3.4,4.09,4.07,3.53,3.51
distance,set011-B3_387.txt,11,17.59,15.08,13.82,13.82,13.82,15.08,13.82,13.82,12.57,13.19,13.82,13.82,12.57,11.94,11.31,13.19,12.57,11.31,11.31,11.31,11.94,11.31,11.31,10.68,10.68
trough,set011-B3_46.txt,11,35,34,34,34,33,34,34,34,32,31,34,34,31,30,29,32,31,29,29,29,30,29,29,28,29
speed,set011-B3_46.txt,11,0.88,0.88,0.86,0.87,0.87,0.88,0.86,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.88,0.87,0.86,0.88,0.88,0.88,0.86,0.88,0.88,0.88,1.66
distance,set011-B3_46.txt,11,11.94,11.94,12.57,12.57,12.57,11.94,12.57,12.57,11.94,11.94,12.57,12.57,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,12.57
trough,set011-B4_114.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B4_114.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B4_114.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B4_29.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B4_29.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B4_29.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B4_332.txt,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set011-B4_332.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B4_332.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B4_396.txt,11,959,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958
speed,set011-B4_396.txt,11,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set011-B4_396.txt,11,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28,601.28
trough,set011-B4_42.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set011-B4_42.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set011-B4_42.txt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set011-B4_72.txt,11,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325
