ID,set_number,chamber,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,trial_type,latitude,longitude
43,6,B-3,2.24.2020,9:20:00,09:52:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.062,Y,T1,25.491362,-80.485821
7,6,A-2,2.24.2020,9:54:00,21:16:42,40962.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.064,N,T1,24.96424,-80.5673321
16,6,A-3,2.24.2020,9:55:00,10:29:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.045,N,T1,25.1284578,-80.4080913
187,6,B-1,2.24.2020,9:56:00,10:29:00,1980.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.117,Y,T1,28.7963435,-81.8778849
390,6,B-2,2.24.2020,9:57:00,10:29:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.049,Y,T1,24.96424,-80.5673321
103,6,B-3,2.24.2020,9:58:00,10:29:00,1860.0,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.050,N,T1,24.9735748,-80.5539224
81,6,A-3,2.24.2020,10:30:00,11:05:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.038,N,T1,29.66200224,-82.347313
146,6,B-1,2.24.2020,10:31:00,11:05:00,2040.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.029,N,T1,25.286747,-80.290592
240,6,B-2,2.24.2020,10:32:00,11:05:00,1980.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.039,N,T1,25.1755702,-80.36780089
230,6,B-3,2.24.2020,10:33:00,11:05:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.039,N,T1,25.19515,-80.345916
206,6,A-3,2.24.2020,11:07:00,11:42:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.038,N,T1,24.96424,-80.5673321
217,6,B-1,2.24.2020,11:08:00,11:42:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.107,Y,T1,25.1284578,-80.4080913
124,6,B-2,2.24.2020,11:09:00,11:42:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.040,N,T1,25.1820931,-80.3631938
233,6,B-3,2.24.2020,11:10:00,11:42:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.066,Y,T1,25.2565615,-80.3108042
281,6,A-3,2.24.2020,11:45:00,12:19:00,2040.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.030,N,T1,28.7963435,-81.8778849
417,6,B-1,2.24.2020,11:46:00,12:19:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.037,N,T1,25.1820931,-80.3631938
205,6,B-2,2.24.2020,11:47:00,12:19:00,1920.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.039,N,T1,24.9735748,-80.5539224
415,6,B-3,2.24.2020,11:47:00,12:19:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,CB,,0.042,N,T1,25.1820931,-80.3631938
319,6,A-1,2.24.2020,13:35:00,14:11:00,2160.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.099,N,T1,25.1284578,-80.4080913
110,6,A-3,2.24.2020,13:36:00,14:11:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.028,N,T1,24.96424,-80.5673321
118,6,A-4,2.24.2020,13:39:00,14:11:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.040,N,T1,25.1284578,-80.4080913
34,6,B-1,2.24.2020,13:40:00,15:25:00,6300.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.046,N,T1,25.2565615,-80.3108042
259,6,B-2,2.24.2020,13:40:00,14:11:00,1860.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.032,N,T1,25.491362,-80.485821
294,6,A-1,2.24.2020,14:15:00,14:50:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,T1,29.66200224,-82.347313
416,6,A-3,2.24.2020,14:16:00,14:50:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.034,N,T1,25.1820931,-80.3631938
47,6,B-2,2.24.2020,14:17:00,22:00:57,27837.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,C,,0.059,N,T1,25.491362,-80.485821
411,6,B-3,2.24.2020,14:19:00,14:50:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.036,N,T1,25.1820931,-80.3631938
328,6,A-1,2.24.2020,14:53:00,15:35:00,2520.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.074,Y,T1,25.2734885,-80.3040957
8,6,A-3,2.24.2020,14:54:00,15:25:00,1860.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.109,Y,T1,24.96424,-80.5673321
13,6,B-3,2.24.2020,14:55:00,15:35:00,2400.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.131,Y,T1,25.1000151,-80.437522
335,6,A-1,2.24.2020,15:38:00,16:00:00,1320.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,BUG: paint on antennae-freaked out ,0.033,N,T1,25.19515,-80.345916
201,7,A-1,2.25.2020,8:05:00,10:59:00,10440.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.035,N,T1,24.9735748,-80.5539224
346,7,A-2,2.25.2020,8:05:00,08:37:00,1920.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.179,Y,T1,25.2275238,-80.3283788
53,7,A-3,2.25.2020,8:05:00,08:37:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.106,Y,T1,27.298631,-81.36615
349,7,A-4,2.25.2020,8:05:00,08:37:00,1920.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.036,N,T1,25.2275238,-80.3283788
439,7,B-1,2.25.2020,8:07:00,08:37:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.033,N,T1,25.2734885,-80.3040957
93,7,B-2,2.25.2020,8:07:00,08:37:00,1800.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.053,N,T1,25.286747,-80.290592
310,7,B-3,2.25.2020,8:07:00,08:37:00,1800.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.045,N,T1,24.96424,-80.5673321
87,7,B-4,2.25.2020,8:07:00,08:37:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.032,N,T1,29.66200224,-82.347313
237,7,A-2,2.25.2020,8:42:00,09:18:00,2160.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.072,Y,T1,25.1755702,-80.36780089
235,7,A-3,2.25.2020,8:43:00,09:18:00,2100.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.039,N,T1,25.2565615,-80.3108042
266,7,A-4,2.25.2020,8:44:00,09:18:00,2040.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.030,N,T1,27.298631,-81.36615
260,7,B-1,2.25.2020,8:45:00,09:18:00,1980.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.026,N,T1,25.491362,-80.485821
314,7,B-2,2.25.2020,8:46:00,09:18:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.070,Y,T1,25.1000151,-80.437522
99,7,B-3,2.25.2020,8:47:00,09:18:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.030,N,T1,25.2275238,-80.3283788
38,7,B-4,2.25.2020,8:48:00,11:37:00,10140.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.040,N,T1,25.1755702,-80.36780089
382,7,A-2,2.25.2020,9:20:00,13:39:00,15540.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.034,N,T1,24.96424,-80.5673321
209,7,A-3,2.25.2020,9:21:00,11:59:00,9480.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.038,N,T1,24.96424,-80.5673321
42,7,A-4,2.25.2020,9:22:00,09:56:00,2040.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.069,N,T1,25.491362,-80.485821
282,7,B-1,2.25.2020,9:23:00,19:14:01,35461.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.034,N,T1,28.7963435,-81.8778849
161,7,B-2,2.25.2020,9:24:00,16:03:00,23940.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.066,N,T1,27.298631,-81.36615
413,7,B-3,2.25.2020,9:25:00,09:56:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.049,N,T1,25.1820931,-80.3631938
56,7,A-4,2.25.2020,9:57:00,15:28:00,19860.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.036,N,T1,27.298631,-81.36615
215,7,B-3,2.25.2020,9:58:00,22:01:09,43389.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.048,N,T1,25.1000151,-80.437522
246,7,A-1,2.25.2020,11:00:00,11:30:00,1800.0,F,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.133,Y,T1,25.1820931,-80.3631938
394,7,A-1,2.25.2020,11:30:00,21:46:50,37010.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.026,N,T1,24.96424,-80.5673321
25,7,A-3,2.25.2020,12:00:00,12:31:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.052,N,T1,25.2734885,-80.3040957
192,7,B-4,2.25.2020,12:00:00,12:30:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.054,N,T1,29.66200224,-82.347313
428,7,B-4,2.25.2020,12:30:00,13:00:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.060,Y,T1,25.19515,-80.345916
222,7,A-2,2.25.2020,13:42:00,14:16:00,2040.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.146,Y,T1,25.2734885,-80.3040957
263,7,A-3,2.25.2020,13:44:00,14:16:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.061,N,T1,27.298631,-81.36615
46,7,B-4,2.25.2020,13:46:00,14:16:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.033,N,T1,25.491362,-80.485821
59,7,A-2,2.25.2020,14:20:00,14:52:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.089,Y,T1,27.298631,-81.36615
184,7,A-3,2.25.2020,14:20:00,14:52:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.027,N,T1,28.7963435,-81.8778849
327,7,B-4,2.25.2020,14:20:00,14:52:00,1920.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.078,Y,T1,25.2734885,-80.3040957
188,7,A-2,2.25.2020,14:55:00,15:28:00,1980.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.050,Y,T1,28.7963435,-81.8778849
30,7,A-3,2.25.2020,14:56:00,15:28:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.091,Y,T1,25.19515,-80.345916
254,7,B-4,2.25.2020,14:57:00,15:28:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.071,Y,T1,25.491362,-80.485821
383,7,A-2,2.25.2020,15:30:00,18:30:38,10838.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.050,N,T1,24.96424,-80.5673321
339,7,A-3,2.25.2020,15:30:00,16:03:00,1980.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,NA,NA,T1,25.2565615,-80.3108042
48,7,A-4,2.25.2020,15:31:00,16:03:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,NA,NA,T1,25.491362,-80.485821
342,7,B-4,2.25.2020,15:32:00,16:03:00,1860.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,CB,,NA,NA,T1,25.1755702,-80.36780089
168,8,A-1,2.26.2020,9:05:00,09:35:00,1800.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.052,N,T1,27.298631,-81.36615
96,8,A-2,2.26.2020,9:05:00,09:35:00,1800.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.098,Y,T1,25.2275238,-80.3283788
40,8,A-3,2.26.2020,9:05:00,10:17:00,4320.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.033,N,T1,25.1755702,-80.36780089
307,8,A-4,2.26.2020,9:05:00,10:55:00,6600.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.029,N,T1,24.96424,-80.5673321
437,8,B-1,2.26.2020,9:05:00,09:35:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.046,N,T1,25.2734885,-80.3040957
407,8,B-2,2.26.2020,9:05:00,09:35:00,1800.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.076,Y,T1,25.1284578,-80.4080913
200,8,B-3,2.26.2020,9:05:00,09:35:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,T1,29.66200224,-82.347313
304,8,B-4,2.26.2020,9:05:00,09:35:00,1800.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.028,N,T1,24.9735748,-80.5539224
212,8,A-1,2.26.2020,9:40:00,22:02:33,44553.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.033,N,T1,25.1000151,-80.437522
136,8,A-2,2.26.2020,9:41:00,17:07:41,26801.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.051,Y,T1,25.1755702,-80.36780089
309,8,B-1,2.26.2020,9:42:00,16:30:00,24480.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.035,N,T1,24.96424,-80.5673321
397,8,B-2,2.26.2020,9:43:00,10:18:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.047,N,T1,25.1000151,-80.437522
265,8,B-3,2.26.2020,9:45:00,10:18:00,1980.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.049,N,T1,27.298631,-81.36615
156,8,B-4,2.26.2020,9:46:00,10:18:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.060,Y,T1,25.491362,-80.485821
225,8,A-3,2.26.2020,10:20:00,11:10:00,3000.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.038,N,T1,25.2734885,-80.3040957
392,8,B-2,2.26.2020,10:21:00,10:55:00,2040.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.026,N,T1,24.96424,-80.5673321
31,8,B-3,2.26.2020,10:23:00,10:55:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.101,Y,T1,25.2565615,-80.3108042
253,8,B-4,2.26.2020,10:24:00,10:55:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.129,Y,T1,25.491362,-80.485821
231,8,A-4,2.26.2020,10:57:00,11:31:00,2040.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.039,N,T1,25.2565615,-80.3108042
105,8,B-2,2.26.2020,10:58:00,11:31:00,1980.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.044,N,T1,24.9735748,-80.5539224
112,8,B-3,2.26.2020,10:59:00,11:31:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.073,Y,T1,25.1000151,-80.437522
343,8,B-4,2.26.2020,11:00:00,19:00:59,28859.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.041,N,T1,25.1755702,-80.36780089
355,8,A-3,2.26.2020,11:41:00,13:37:00,6960.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.027,N,T1,25.1820931,-80.3631938
95,8,A-4,2.26.2020,11:43:00,12:15:00,1920.0,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,Y,B,,0.049,N,T1,25.286747,-80.290592
77,8,B-2,2.26.2020,11:45:00,13:35:00,6600.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.036,N,T1,28.7963435,-81.8778849
120,8,B-3,2.26.2020,11:46:00,12:15:00,1740.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.029,N,T1,25.1284578,-80.4080913
193,8,A-3,2.26.2020,13:38:00,14:09:00,1860.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.039,N,T1,29.66200224,-82.347313
308,8,A-4,2.26.2020,13:39:00,14:11:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.072,N,T1,24.96424,-80.5673321
385,8,B-2,2.26.2020,13:40:00,14:11:00,1860.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.067,Y,T1,24.96424,-80.5673321
52,8,B-3,2.26.2020,13:41:00,22:06:01,30301.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,,0.038,N,T1,27.298631,-81.36615
90,8,A-3,2.26.2020,14:13:00,14:45:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,T1,29.66200224,-82.347313
119,8,A-4,2.26.2020,14:14:00,14:45:00,1860.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.043,N,T1,25.1284578,-80.4080913
3,8,B-2,2.26.2020,14:15:00,14:45:00,1800.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.048,N,T1,24.9735748,-80.5539224
316,8,A-3,2.26.2020,14:46:00,15:18:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.036,N,T1,25.1284578,-80.4080913
344,8,A-4,2.26.2020,14:47:00,15:18:00,1860.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.040,N,T1,25.1755702,-80.36780089
359,8,B-2,2.26.2020,14:48:00,15:18:00,1800.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.026,N,T1,25.1820931,-80.3631938
388,8,A-3,2.26.2020,15:19:00,15:53:00,2040.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.051,N,T1,24.96424,-80.5673321
421,8,A-4,2.26.2020,15:20:00,15:53:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.044,N,T1,25.1820931,-80.3631938
249,8,B-2,2.26.2020,15:21:00,19:37:33,15393.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.043,N,T1,25.1820931,-80.3631938
211,8,A-3,2.26.2020,15:54:00,16:30:00,2160.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.056,N,T1,25.1000151,-80.437522
140,8,A-4,2.26.2020,15:55:00,16:30:00,2100.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,,,0.090,N,T1,25.1755702,-80.36780089
108,9,A-1,2.27.2020,8:13:00,08:50:00,2220.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.048,N,T1,24.96424,-80.5673321
210,9,A-2,2.27.2020,8:14:00,10:40:00,8760.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.047,N,T1,24.96424,-80.5673321
245,9,A-3,2.27.2020,8:15:00,08:50:00,2100.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.035,N,T1,25.2275238,-80.3283788
384,9,A-4,2.27.2020,8:15:00,08:50:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.031,N,T1,24.96424,-80.5673321
315,9,B-1,2.27.2020,8:16:00,08:50:00,2040.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,CB,,0.032,N,T1,25.1000151,-80.437522
358,9,B-3,2.27.2020,8:17:00,08:50:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.029,N,T1,25.1820931,-80.3631938
424,9,B-4,2.27.2020,8:18:00,08:50:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,CB,,0.060,N,T1,25.19515,-80.345916
18,9,A-1,2.27.2020,8:54:00,22:11:41,47861.0,M,Key Largo,Key Largo,JP,C. corindum,Y,C,DATA COL: was still flying but took down (thought 24 hours was the limit),0.043,N,T1,25.1284578,-80.4080913
131,9,A-3,2.27.2020,8:55:00,22:00:51,47151.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.040,N,T1,25.2734885,-80.3040957
26,9,A-4,2.27.2020,8:56:00,09:32:00,2160.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,SENSOR: A-4 having sporadic readings,0.039,N,T1,25.19515,-80.345916
29,9,B-1,2.27.2020,8:58:00,09:32:00,2040.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.048,Y,T1,25.19515,-80.345916
49,9,B-2,2.27.2020,8:59:00,09:32:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.052,N,T1,25.491362,-80.485821
400,9,B-3,2.27.2020,9:00:00,09:32:00,1920.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,T1,25.1000151,-80.437522
357,9,B-4,2.27.2020,9:01:00,09:32:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.028,N,T1,25.1820931,-80.3631938
353,9,A-4,2.27.2020,9:36:00,11:36:00,7200.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.038,N,T1,25.1820931,-80.3631938
438,9,B-1,2.27.2020,9:37:00,22:03:45,44805.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.069,N,T1,25.2734885,-80.3040957
429,9,B-2,2.27.2020,9:38:00,10:17:00,2340.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.079,Y,T1,25.19515,-80.345916
10,9,B-3,2.27.2020,9:39:00,10:17:00,2280.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.057,N,T1,24.96424,-80.5673321
303,9,B-4,2.27.2020,9:40:00,13:15:00,12900.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.042,N,T1,24.9735748,-80.5539224
232,9,B-2,2.27.2020,10:18:00,10:40:00,1320.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.048,N,T1,25.2565615,-80.3108042
135,9,B-3,2.27.2020,10:19:00,10:40:00,1260.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.132,Y,T1,25.2734885,-80.3040957
137,9,A-2,2.27.2020,10:42:00,14:54:00,15120.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.048,N,T1,25.1755702,-80.36780089
98,9,B-2,2.27.2020,10:43:00,11:13:00,1800.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.033,N,T1,25.2275238,-80.3283788
345,9,B-3,2.27.2020,10:44:00,11:13:00,1740.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.082,Y,T1,25.1755702,-80.36780089
197,9,B-2,2.27.2020,11:13:00,11:43:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.030,N,T1,29.66200224,-82.347313
350,9,B-3,2.27.2020,11:14:00,18:00:00,24360.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,BC,DATA COL: taken down before Ana left but time not written down,0.030,N,T1,25.2275238,-80.3283788
183,9,A-4,2.27.2020,11:46:00,13:18:00,5520.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.033,N,T1,28.7963435,-81.8778849
325,9,B-2,2.27.2020,11:47:00,12:17:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.046,N,T1,25.2734885,-80.3040957
35,9,B-2,2.27.2020,13:16:00,13:48:00,1920.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.032,N,T1,25.2565615,-80.3108042
154,9,A-4,2.27.2020,13:18:00,13:48:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.024,N,T1,25.491362,-80.485821
83,10,A-1,2.28.2020,8:00:00,08:37:00,2220.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.048,N,T1,29.66200224,-82.347313
20,10,A-2,2.28.2020,8:01:00,08:37:00,2160.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.066,N,T1,25.1284578,-80.4080913
313,10,A-3,2.28.2020,8:02:00,08:37:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.039,N,T1,25.1000151,-80.437522
24,10,A-4,2.28.2020,8:03:00,08:37:00,2040.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.042,N,T1,25.2734885,-80.3040957
236,10,B-1,2.28.2020,8:04:00,08:37:00,1980.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.044,N,T1,25.1755702,-80.36780089
22,10,B-2,2.28.2020,8:05:00,08:37:00,1920.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.043,N,T1,25.2734885,-80.3040957
214,10,B-3,2.28.2020,8:06:00,08:37:00,1860.0,F,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.105,N,T1,25.1000151,-80.437522
57,10,B-4,2.28.2020,8:07:00,08:37:00,1800.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.035,N,T1,27.298631,-81.36615
169,10,A-1,2.28.2020,8:39:00,16:07:00,26880.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.041,N,T1,27.298631,-81.36615
261,10,A-2,2.28.2020,8:40:00,10:25:00,6300.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,"MARKER: made 261, 391, 261 commented even marker",0.039,N,T1,27.298631,-81.36615
391,10,A-3,2.28.2020,8:41:00,09:29:00,2880.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.053,N,T1,24.96424,-80.5673321
323,10,A-4,2.28.2020,8:42:00,10:22:00,6000.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.035,N,T1,25.2734885,-80.3040957
293,10,B-1,2.28.2020,8:43:00,09:16:00,1980.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.038,N,T1,29.66200224,-82.347313
247,10,B-2,2.28.2020,8:44:00,10:22:00,5880.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,BC,,0.031,N,T1,25.1820931,-80.3631938
408,10,B-3,2.28.2020,8:45:00,09:16:00,1860.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.050,Y,T1,25.1284578,-80.4080913
139,10,B-4,2.28.2020,8:46:00,15:05:00,22740.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.040,N,T1,25.1755702,-80.36780089
331,10,B-1,2.28.2020,9:17:00,10:22:00,3900.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,BC,,0.038,N,T1,25.19515,-80.345916
